iso3,territorio,cod_local,anio,valor,sexo
USA,Estados Unidos,NA,1993,2.27,Total
USA,Estados Unidos,NA,1994,4.86,Total
USA,Estados Unidos,NA,1995,9.24,Total
USA,Estados Unidos,NA,1996,16.4,Total
USA,Estados Unidos,NA,1997,21.6,Total
USA,Estados Unidos,NA,1998,30.1,Total
USA,Estados Unidos,NA,1999,35.8,Total
USA,Estados Unidos,NA,2000,43.0791626375201,Total
USA,Estados Unidos,NA,2001,49.0808315896951,Total
USA,Estados Unidos,NA,2002,58.7854038836952,Total
USA,Estados Unidos,NA,2003,61.6971171244207,Total
USA,Estados Unidos,NA,2004,64.7582564759896,Total
USA,Estados Unidos,NA,2005,67.9681015,Total
USA,Estados Unidos,NA,2006,68.93119812,Total
USA,Estados Unidos,NA,2007,75,Total
USA,Estados Unidos,NA,2008,74,Total
USA,Estados Unidos,NA,2009,71,Total
USA,Estados Unidos,NA,2010,71.69,Total
USA,Estados Unidos,NA,2011,69.7294607619268,Total
USA,Estados Unidos,NA,2012,74.7,Total
USA,Estados Unidos,NA,2013,71.4,Total
USA,Estados Unidos,NA,2014,73,Total
USA,Estados Unidos,NA,2015,74.5542024462761,Total
USA,Estados Unidos,NA,2016,85.5444212887222,Total
USA,Estados Unidos,NA,2017,87.2748891687657,Total
USA,Estados Unidos,NA,2018,88.498903165152,Total
USA,Estados Unidos,NA,2019,89.4302848575712,Total
USA,Estados Unidos,NA,2020,90.34470367,Total
USA,Estados Unidos,NA,2021,91.2684021,Total
USA,Estados Unidos,NA,2022,92.72850037,Total
USA,Estados Unidos,NA,2023,93.52559662,Total
USA,Estados Unidos,NA,2024,94.69380188,Total
GRD,Granada,NA,1990,0,Total
GRD,Granada,NA,1991,0,Total
GRD,Granada,NA,1992,0,Total
GRD,Granada,NA,1993,0,Total
GRD,Granada,NA,1994,0,Total
GRD,Granada,NA,1995,0,Total
GRD,Granada,NA,1996,0.298,Total
GRD,Granada,NA,1997,0.991,Total
GRD,Granada,NA,1998,1.48,Total
GRD,Granada,NA,1999,2.47,Total
GRD,Granada,NA,2000,4.06390799146313,Total
GRD,Granada,NA,2001,5.12810398216998,Total
GRD,Granada,NA,2002,14.7588405454867,Total
GRD,Granada,NA,2003,18.6451821830564,Total
GRD,Granada,NA,2004,19.570620584378698,Total
GRD,Granada,NA,2005,20.4878006,Total
GRD,Granada,NA,2006,21.39599991,Total
GRD,Granada,NA,2007,22.29,Total
GRD,Granada,NA,2008,23.18000031,Total
GRD,Granada,NA,2009,24.049999239999998,Total
GRD,Granada,NA,2010,27,Total
GRD,Granada,NA,2011,30,Total
GRD,Granada,NA,2012,32,Total
GRD,Granada,NA,2013,35,Total
GRD,Granada,NA,2014,51.6,Total
GRD,Granada,NA,2015,52.5,Total
GRD,Granada,NA,2016,53.29999924,Total
GRD,Granada,NA,2017,54.20000076,Total
GRD,Granada,NA,2018,61.42459869,Total
GRD,Granada,NA,2019,64.31279755,Total
GRD,Granada,NA,2020,65.65380096,Total
GRD,Granada,NA,2021,67.02279663,Total
GRD,Granada,NA,2022,68.42030334,Total
GRD,Granada,NA,2023,69.4131012,Total
GRD,Granada,NA,2024,70.16159821,Total
GRL,Groenlandia,NA,1990,0,Total
GRL,Groenlandia,NA,1994,0.0647,Total
GRL,Groenlandia,NA,1995,0.053900000000000003,Total
GRL,Groenlandia,NA,1996,1.8,Total
GRL,Groenlandia,NA,1997,7.95,Total
GRL,Groenlandia,NA,1998,14.7,Total
GRL,Groenlandia,NA,1999,21.6,Total
GRL,Groenlandia,NA,2000,31.7478112321162,Total
GRL,Groenlandia,NA,2001,35.4641368915684,Total
GRL,Groenlandia,NA,2002,44.154789028418,Total
GRL,Groenlandia,NA,2003,54.5342598293605,Total
GRL,Groenlandia,NA,2004,56.0990147610533,Total
GRL,Groenlandia,NA,2005,57.7034045008656,Total
GRL,Groenlandia,NA,2006,59.361687268664,Total
GRL,Groenlandia,NA,2007,61.07,Total
GRL,Groenlandia,NA,2008,62.82,Total
GRL,Groenlandia,NA,2009,62.83,Total
GRL,Groenlandia,NA,2010,63,Total
GRL,Groenlandia,NA,2011,64,Total
GRL,Groenlandia,NA,2012,64.8960100995989,Total
GRL,Groenlandia,NA,2013,65.8,Total
GRL,Groenlandia,NA,2014,66.7,Total
GRL,Groenlandia,NA,2015,67.600443481006,Total
GRL,Groenlandia,NA,2016,68.500873675421,Total
GRL,Groenlandia,NA,2017,69.4824617821988,Total
GTM,Guatemala,NA,2019,47.2834,Hombres
GTM,Guatemala,NA,2021,53.3763,Hombres
GTM,Guatemala,NA,2019,41.8488,Mujeres
GTM,Guatemala,NA,2021,48.5503,Mujeres
GTM,Guatemala,NA,1990,0,Total
GTM,Guatemala,NA,1995,0.003,Total
GTM,Guatemala,NA,1996,0.0195,Total
GTM,Guatemala,NA,1997,0.0955,Total
GTM,Guatemala,NA,1998,0.467,Total
GTM,Guatemala,NA,1999,0.593,Total
GTM,Guatemala,NA,2000,0.712332904508925,Total
GTM,Guatemala,NA,2001,1.7382017815873,Total
GTM,Guatemala,NA,2002,3.39174627024502,Total
GTM,Guatemala,NA,2003,4.54885490848324,Total
GTM,Guatemala,NA,2004,5.1,Total
GTM,Guatemala,NA,2005,5.699999809,Total
GTM,Guatemala,NA,2006,6.5,Total
GTM,Guatemala,NA,2007,7.300000191,Total
GTM,Guatemala,NA,2008,8.300000191,Total
GTM,Guatemala,NA,2009,9.300000191,Total
GTM,Guatemala,NA,2010,10.5,Total
GTM,Guatemala,NA,2011,12.30000019,Total
GTM,Guatemala,NA,2012,16,Total
GTM,Guatemala,NA,2013,19.700000760000002,Total
GTM,Guatemala,NA,2014,23.39999962,Total
GTM,Guatemala,NA,2015,28.80590057,Total
GTM,Guatemala,NA,2016,34.50930023,Total
GTM,Guatemala,NA,2017,37.90000153,Total
GTM,Guatemala,NA,2018,41.5,Total
GTM,Guatemala,NA,2019,44.401049838502,Total
GTM,Guatemala,NA,2020,47.51229858,Total
GTM,Guatemala,NA,2021,50.84164945,Total
GTM,Guatemala,NA,2022,54.40430069,Total
GTM,Guatemala,NA,2023,56.72669983,Total
GTM,Guatemala,NA,2024,60.22140121,Total
GUY,Guyana,NA,1990,0,Total
GUY,Guyana,NA,1996,0.0659,Total
GUY,Guyana,NA,1997,0.132,Total
GUY,Guyana,NA,1998,0.264,Total
GUY,Guyana,NA,1999,0.4,Total
GUY,Guyana,NA,2000,0.6,Total
GUY,Guyana,NA,2001,1,Total
GUY,Guyana,NA,2002,1.5,Total
GUY,Guyana,NA,2003,2.4,Total
GUY,Guyana,NA,2004,3.7,Total
GUY,Guyana,NA,2005,5.699999809,Total
GUY,Guyana,NA,2006,8.899999619,Total
GUY,Guyana,NA,2007,13.80000019,Total
GUY,Guyana,NA,2008,18.2,Total
GUY,Guyana,NA,2009,23.9,Total
GUY,Guyana,NA,2010,29.9,Total
GUY,Guyana,NA,2011,30,Total
GUY,Guyana,NA,2012,30.5,Total
GUY,Guyana,NA,2013,31,Total
GUY,Guyana,NA,2014,32,Total
GUY,Guyana,NA,2015,34,Total
GUY,Guyana,NA,2016,35.65999985,Total
GUY,Guyana,NA,2017,42.6753006,Total
GUY,Guyana,NA,2018,48.59889984,Total
GUY,Guyana,NA,2019,55.31269836,Total
GUY,Guyana,NA,2020,62.95399857,Total
GUY,Guyana,NA,2021,71.65090179,Total
GUY,Guyana,NA,2022,76.56240082,Total
GUY,Guyana,NA,2023,79.3553009,Total
GUY,Guyana,NA,2024,83.00080109,Total
HTI,Haití,NA,1990,0,Total
HTI,Haití,NA,1996,0.00748,Total
HTI,Haití,NA,1998,0.024,Total
HTI,Haití,NA,1999,0.0707,Total
HTI,Haití,NA,2000,0.231270714628821,Total
HTI,Haití,NA,2001,0.340832326173809,Total
HTI,Haití,NA,2002,0.893432988337908,Total
HTI,Haití,NA,2003,1.64735834557778,Total
HTI,Haití,NA,2004,5.401261907622,Total
HTI,Haití,NA,2005,6.376200199,Total
HTI,Haití,NA,2006,6.796000004,Total
HTI,Haití,NA,2007,7.199999809,Total
HTI,Haití,NA,2008,7.599999905,Total
HTI,Haití,NA,2009,8.100000381,Total
HTI,Haití,NA,2010,8.369999886,Total
HTI,Haití,NA,2011,9,Total
HTI,Haití,NA,2012,9.800000191,Total
HTI,Haití,NA,2013,10.600000380000001,Total
HTI,Haití,NA,2014,11.399999619999999,Total
HTI,Haití,NA,2015,14.19999981,Total
HTI,Haití,NA,2016,22.799999239999998,Total
HTI,Haití,NA,2017,27.200000760000002,Total
HTI,Haití,NA,2018,32.4736271300557,Total
HTI,Haití,NA,2019,35.76409912,Total
HTI,Haití,NA,2020,39.38809967,Total
HTI,Haití,NA,2021,43.37919998,Total
HTI,Haití,NA,2022,47.77470016,Total
HTI,Haití,NA,2023,47.99269867,Total
HTI,Haití,NA,2024,47.8614006,Total
HND,Honduras,NA,2008,9.38535,Hombres
HND,Honduras,NA,2015,26.6163,Hombres
HND,Honduras,NA,2016,28.7201,Hombres
HND,Honduras,NA,2017,30.3702,Hombres
HND,Honduras,NA,2018,34.1519,Hombres
HND,Honduras,NA,2019,37.9628,Hombres
HND,Honduras,NA,2008,9.80535,Mujeres
HND,Honduras,NA,2015,27.6116,Mujeres
HND,Honduras,NA,2016,30.2475,Mujeres
HND,Honduras,NA,2017,32.9724,Mujeres
HND,Honduras,NA,2018,37.7922,Mujeres
HND,Honduras,NA,2019,40.6984,Mujeres
HND,Honduras,NA,1990,0,Total
HND,Honduras,NA,1995,0.0368,Total
HND,Honduras,NA,1996,0.0437,Total
HND,Honduras,NA,1997,0.171,Total
HND,Honduras,NA,1998,0.301,Total
HND,Honduras,NA,1999,0.574,Total
HND,Honduras,NA,2000,1.20385599891878,Total
HND,Honduras,NA,2001,1.41528193123711,Total
HND,Honduras,NA,2002,2.5974025974026,Total
HND,Honduras,NA,2003,4.8,Total
HND,Honduras,NA,2004,5.6,Total
HND,Honduras,NA,2005,6.5,Total
HND,Honduras,NA,2006,7.800000191,Total
HND,Honduras,NA,2007,9.399999619,Total
HND,Honduras,NA,2008,9.6,Total
HND,Honduras,NA,2009,9.800000191,Total
HND,Honduras,NA,2010,11.09,Total
HND,Honduras,NA,2011,15.9,Total
HND,Honduras,NA,2012,18.12,Total
HND,Honduras,NA,2013,17.8,Total
HND,Honduras,NA,2014,23,Total
HND,Honduras,NA,2015,27.1395454833776,Total
HND,Honduras,NA,2016,29.5282180796457,Total
HND,Honduras,NA,2017,31.7357924661485,Total
HND,Honduras,NA,2018,36.0400608231468,Total
HND,Honduras,NA,2019,39.3883521850111,Total
HND,Honduras,NA,2020,45.24829865,Total
HND,Honduras,NA,2021,51.95159912,Total
HND,Honduras,NA,2022,56.88069916,Total
HND,Honduras,NA,2023,58.0685997,Total
HND,Honduras,NA,2024,58.62269974,Total
CYM,Islas Caimán,NA,1990,0,Total
CYM,Islas Caimán,NA,1993,0,Total
CYM,Islas Caimán,NA,1994,0,Total
CYM,Islas Caimán,NA,1995,3.95,Total
CYM,Islas Caimán,NA,2005,38.0343830823064,Total
CYM,Islas Caimán,NA,2006,44.5,Total
CYM,Islas Caimán,NA,2007,52,Total
CYM,Islas Caimán,NA,2008,61,Total
CYM,Islas Caimán,NA,2009,64.5,Total
CYM,Islas Caimán,NA,2010,66,Total
CYM,Islas Caimán,NA,2011,69.46594499,Total
CYM,Islas Caimán,NA,2012,69.7,Total
CYM,Islas Caimán,NA,2013,71.4,Total
CYM,Islas Caimán,NA,2014,74.1,Total
CYM,Islas Caimán,NA,2015,77,Total
CYM,Islas Caimán,NA,2016,79,Total
CYM,Islas Caimán,NA,2017,81.0676932508161,Total
TCA,Islas Turcas y Caicos,NA,1990,0,Total
VGB,Islas Vírgenes Británicas,NA,2016,76.8008,Hombres
VGB,Islas Vírgenes Británicas,NA,2017,76.8006,Hombres
VGB,Islas Vírgenes Británicas,NA,2016,78.598,Mujeres
VGB,Islas Vírgenes Británicas,NA,2017,78.6,Mujeres
VGB,Islas Vírgenes Británicas,NA,1990,0,Total
VGB,Islas Vírgenes Británicas,NA,2002,18.8857412653447,Total
VGB,Islas Vírgenes Británicas,NA,2009,36,Total
VGB,Islas Vírgenes Británicas,NA,2010,37,Total
VGB,Islas Vírgenes Británicas,NA,2011,37.4,Total
VGB,Islas Vírgenes Británicas,NA,2012,37.6,Total
VGB,Islas Vírgenes Británicas,NA,2016,77.7014296797074,Total
VGB,Islas Vírgenes Británicas,NA,2017,77.7042682926829,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,1990,0,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,1994,0.941,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,1995,2.8,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,1996,4.65,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,1997,6.95,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,1998,9.25,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,1999,11.1,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2000,13.8150805419196,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2001,18.3757660397468,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2002,27.4944323774436,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2003,27.4290729887632,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2004,27.3770087880198,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2005,27.3443196733265,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2006,27.3326105376325,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2007,27.3393358364014,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2008,27.3617774210613,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2009,27.3965096846662,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2010,31.22,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2011,35.6,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2012,40.5479,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2013,45.3,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2014,50.07,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2015,54.839137296,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2016,59.60831579895,Total
VIR,Islas Vírgenes de los Estados Unidos,NA,2017,64.3774942980087,Total
JAM,Jamaica,NA,2010,25.4235,Hombres
JAM,Jamaica,NA,2011,34.7691,Hombres
JAM,Jamaica,NA,2012,30.9804,Hombres
JAM,Jamaica,NA,2013,33.7402,Hombres
JAM,Jamaica,NA,2014,36.5819,Hombres
JAM,Jamaica,NA,2015,39.4428,Hombres
JAM,Jamaica,NA,2016,40.9766,Hombres
JAM,Jamaica,NA,2017,51.1861,Hombres
JAM,Jamaica,NA,2018,64.8012,Hombres
JAM,Jamaica,NA,2019,67.5749,Hombres
JAM,Jamaica,NA,2021,79.4947,Hombres
JAM,Jamaica,NA,2023,86.5903,Hombres
JAM,Jamaica,NA,2010,29.7984,Mujeres
JAM,Jamaica,NA,2011,40.0331,Mujeres
JAM,Jamaica,NA,2012,36.5006,Mujeres
JAM,Jamaica,NA,2013,40.3431,Mujeres
JAM,Jamaica,NA,2014,44.0916,Mujeres
JAM,Jamaica,NA,2015,44.9461,Mujeres
JAM,Jamaica,NA,2016,47.695,Mujeres
JAM,Jamaica,NA,2017,58.8841,Mujeres
JAM,Jamaica,NA,2018,71.5634,Mujeres
JAM,Jamaica,NA,2019,73.9607,Mujeres
JAM,Jamaica,NA,2021,85.1179,Mujeres
JAM,Jamaica,NA,2023,92.2942,Mujeres
JAM,Jamaica,NA,1990,0,Total
JAM,Jamaica,NA,1994,0.0368,Total
JAM,Jamaica,NA,1995,0.109,Total
JAM,Jamaica,NA,1996,0.591,Total
JAM,Jamaica,NA,1997,0.798,Total
JAM,Jamaica,NA,1998,1.98,Total
JAM,Jamaica,NA,1999,2.36,Total
JAM,Jamaica,NA,2000,3.11577802729967,Total
JAM,Jamaica,NA,2001,3.8630203874764,Total
JAM,Jamaica,NA,2002,6.1,Total
JAM,Jamaica,NA,2003,7.8,Total
JAM,Jamaica,NA,2004,10,Total
JAM,Jamaica,NA,2005,12.80000019,Total
JAM,Jamaica,NA,2006,16.39999962,Total
JAM,Jamaica,NA,2007,21.10000038,Total
JAM,Jamaica,NA,2008,23.6,Total
JAM,Jamaica,NA,2009,24.3,Total
JAM,Jamaica,NA,2010,27.67,Total
JAM,Jamaica,NA,2011,37.438613414848,Total
JAM,Jamaica,NA,2012,33.79,Total
JAM,Jamaica,NA,2013,37.1,Total
JAM,Jamaica,NA,2014,40.4027351046672,Total
JAM,Jamaica,NA,2015,42.2212211907441,Total
JAM,Jamaica,NA,2016,44.3668563671334,Total
JAM,Jamaica,NA,2017,55.0720670507751,Total
JAM,Jamaica,NA,2018,68.2145170876072,Total
JAM,Jamaica,NA,2019,70.8410169743356,Total
JAM,Jamaica,NA,2020,76.38400269,Total
JAM,Jamaica,NA,2021,82.36071561,Total
JAM,Jamaica,NA,2022,85.84329987,Total
JAM,Jamaica,NA,2023,89.47304282,Total
JAM,Jamaica,NA,2024,90.10870361,Total
MEX,México,NA,2007,21.552,Hombres
MEX,México,NA,2008,23.6717,Hombres
MEX,México,NA,2009,29.7574,Hombres
MEX,México,NA,2010,35.6567,Hombres
MEX,México,NA,2011,38.977,Hombres
MEX,México,NA,2012,41.9985,Hombres
MEX,México,NA,2013,45.3239,Hombres
MEX,México,NA,2014,46.0541,Hombres
MEX,México,NA,2015,60.534,Hombres
MEX,México,NA,2016,61.1989,Hombres
MEX,México,NA,2017,53.0358,Hombres
MEX,México,NA,2018,57.1903,Hombres
MEX,México,NA,2019,71.3822,Hombres
MEX,México,NA,2020,72.2796,Hombres
MEX,México,NA,2021,76.5124,Hombres
MEX,México,NA,2022,79.2709,Hombres
MEX,México,NA,2023,80.9827,Hombres
MEX,México,NA,2024,84.0676,Hombres
MEX,México,NA,2007,18.1184,Mujeres
MEX,México,NA,2008,18.5154,Mujeres
MEX,México,NA,2009,26.9841,Mujeres
MEX,México,NA,2010,32.1689,Mujeres
MEX,México,NA,2011,35.5066,Mujeres
MEX,México,NA,2012,37.6578,Mujeres
MEX,México,NA,2013,41.7371,Mujeres
MEX,México,NA,2014,42.8286,Mujeres
MEX,México,NA,2015,54.5678,Mujeres
MEX,México,NA,2016,58.0611,Mujeres
MEX,México,NA,2017,53.0281,Mujeres
MEX,México,NA,2018,56.1804,Mujeres
MEX,México,NA,2019,68.0718,Mujeres
MEX,México,NA,2020,70.7557,Mujeres
MEX,México,NA,2021,74.816,Mujeres
MEX,México,NA,2022,78.0513,Mujeres
MEX,México,NA,2023,81.3647,Mujeres
MEX,México,NA,2024,82.2767,Mujeres
MEX,México,NA,1990,0,Total
MEX,México,NA,1991,0.00588,Total
MEX,México,NA,1992,0.0173,Total
MEX,México,NA,1993,0.0283,Total
MEX,México,NA,1994,0.0433,Total
MEX,México,NA,1995,0.103,Total
MEX,México,NA,1996,0.2,Total
MEX,México,NA,1997,0.627,Total
MEX,México,NA,1998,1.27,Total
MEX,México,NA,1999,1.86,Total
MEX,México,NA,2000,5.08138415338066,Total
MEX,México,NA,2001,7.0380231165045,Total
MEX,México,NA,2002,11.9,Total
MEX,México,NA,2003,12.9,Total
MEX,México,NA,2004,14.1,Total
MEX,México,NA,2005,17.20999908,Total
MEX,México,NA,2006,19.52000046,Total
MEX,México,NA,2007,20.81,Total
MEX,México,NA,2008,21.71,Total
MEX,México,NA,2009,26.34,Total
MEX,México,NA,2010,31.05,Total
MEX,México,NA,2011,37.1762954125184,Total
MEX,México,NA,2012,39.75,Total
MEX,México,NA,2013,43.46,Total
MEX,México,NA,2014,44.3856962723411,Total
MEX,México,NA,2015,57.4310429923633,Total
MEX,México,NA,2016,59.5404459967255,Total
MEX,México,NA,2017,53.0317886110982,Total
MEX,México,NA,2018,56.6595667981289,Total
MEX,México,NA,2019,69.6321092705209,Total
MEX,México,NA,2020,71.49017499,Total
MEX,México,NA,2021,75.62650476,Total
MEX,México,NA,2022,78.63217894,Total
MEX,México,NA,2023,81.18318755,Total
MEX,México,NA,2024,83.12233799,Total
NIC,Nicaragua,NA,2006,9.61537,Hombres
NIC,Nicaragua,NA,2006,10.028,Mujeres
NIC,Nicaragua,NA,1990,0,Total
NIC,Nicaragua,NA,1994,0.0132,Total
NIC,Nicaragua,NA,1995,0.03,Total
NIC,Nicaragua,NA,1996,0.0841,Total
NIC,Nicaragua,NA,1997,0.206,Total
NIC,Nicaragua,NA,1998,0.304,Total
NIC,Nicaragua,NA,1999,0.498,Total
NIC,Nicaragua,NA,2000,0.980216486692385,Total
NIC,Nicaragua,NA,2001,1.44879942820716,Total
NIC,Nicaragua,NA,2002,1.71472958428668,Total
NIC,Nicaragua,NA,2003,1.88041253242301,Total
NIC,Nicaragua,NA,2004,2.32066460863941,Total
NIC,Nicaragua,NA,2005,2.566400051,Total
NIC,Nicaragua,NA,2006,2.8055730627337,Total
NIC,Nicaragua,NA,2007,3.9000000950000002,Total
NIC,Nicaragua,NA,2008,5.300000191,Total
NIC,Nicaragua,NA,2009,7.300000191,Total
NIC,Nicaragua,NA,2010,10,Total
NIC,Nicaragua,NA,2011,10.6,Total
NIC,Nicaragua,NA,2012,13.5,Total
NIC,Nicaragua,NA,2013,15.5,Total
NIC,Nicaragua,NA,2014,17.60000038,Total
NIC,Nicaragua,NA,2015,19.70429993,Total
NIC,Nicaragua,NA,2016,24.57180023,Total
NIC,Nicaragua,NA,2017,30.39999962,Total
NIC,Nicaragua,NA,2018,33.9129982,Total
NIC,Nicaragua,NA,2019,39.01079941,Total
NIC,Nicaragua,NA,2020,44.87490082,Total
NIC,Nicaragua,NA,2021,51.62039948,Total
NIC,Nicaragua,NA,2022,59.38000107,Total
NIC,Nicaragua,NA,2023,60.30120087,Total
NIC,Nicaragua,NA,2024,61.39550018,Total
PAN,Panamá,NA,2012,38.6296,Hombres
PAN,Panamá,NA,2015,49.8586,Hombres
PAN,Panamá,NA,2017,59.4662,Hombres
PAN,Panamá,NA,2018,61.1067,Hombres
PAN,Panamá,NA,2019,63.4338,Hombres
PAN,Panamá,NA,2012,41.8947,Mujeres
PAN,Panamá,NA,2015,52.4708,Mujeres
PAN,Panamá,NA,2017,60.4149,Mujeres
PAN,Panamá,NA,2018,62.4773,Mujeres
PAN,Panamá,NA,2019,63.8115,Mujeres
PAN,Panamá,NA,1990,0,Total
PAN,Panamá,NA,1994,0.00764,Total
PAN,Panamá,NA,1995,0.0561,Total
PAN,Panamá,NA,1996,0.22,Total
PAN,Panamá,NA,1997,0.539,Total
PAN,Panamá,NA,1998,2.75,Total
PAN,Panamá,NA,1999,3.84,Total
PAN,Panamá,NA,2000,6.55479647729549,Total
PAN,Panamá,NA,2001,7.26839987788729,Total
PAN,Panamá,NA,2002,8.51807781515595,Total
PAN,Panamá,NA,2003,9.98742407723405,Total
PAN,Panamá,NA,2004,11.1408625409415,Total
PAN,Panamá,NA,2005,11.48400021,Total
PAN,Panamá,NA,2006,17.34959984,Total
PAN,Panamá,NA,2007,22.29,Total
PAN,Panamá,NA,2008,33.82,Total
PAN,Panamá,NA,2009,39.08,Total
PAN,Panamá,NA,2010,40.1,Total
PAN,Panamá,NA,2011,42.7,Total
PAN,Panamá,NA,2012,40.3018952210488,Total
PAN,Panamá,NA,2013,44.03,Total
PAN,Panamá,NA,2014,44.9238152577893,Total
PAN,Panamá,NA,2015,51.2054249948687,Total
PAN,Panamá,NA,2016,54,Total
PAN,Panamá,NA,2017,59.9506309038683,Total
PAN,Panamá,NA,2018,61.8055313202468,Total
PAN,Panamá,NA,2019,63.6284147731451,Total
PAN,Panamá,NA,2020,64.82430267,Total
PAN,Panamá,NA,2021,66.04270172,Total
PAN,Panamá,NA,2022,67.2838974,Total
PAN,Panamá,NA,2023,68.54851592,Total
PAN,Panamá,NA,2024,72.77149963,Total
PRY,Paraguay,NA,2007,11.29,Hombres
PRY,Paraguay,NA,2008,15.0195,Hombres
PRY,Paraguay,NA,2009,19.1283,Hombres
PRY,Paraguay,NA,2010,20.3718,Hombres
PRY,Paraguay,NA,2011,25.0402,Hombres
PRY,Paraguay,NA,2012,29.3346,Hombres
PRY,Paraguay,NA,2013,37.6652,Hombres
PRY,Paraguay,NA,2014,43.1018,Hombres
PRY,Paraguay,NA,2015,49.328,Hombres
PRY,Paraguay,NA,2016,53.0293,Hombres
PRY,Paraguay,NA,2017,60.8133,Hombres
PRY,Paraguay,NA,2018,64.3244,Hombres
PRY,Paraguay,NA,2019,68.0063,Hombres
PRY,Paraguay,NA,2020,72.9409,Hombres
PRY,Paraguay,NA,2021,76.1106,Hombres
PRY,Paraguay,NA,2022,74.9407,Hombres
PRY,Paraguay,NA,2023,76.9155,Hombres
PRY,Paraguay,NA,2024,81.0022,Hombres
PRY,Paraguay,NA,2007,11.1373,Mujeres
PRY,Paraguay,NA,2008,13.539,Mujeres
PRY,Paraguay,NA,2009,18.5975,Mujeres
PRY,Paraguay,NA,2010,19.1655,Mujeres
PRY,Paraguay,NA,2011,24.4944,Mujeres
PRY,Paraguay,NA,2012,29.3402,Mujeres
PRY,Paraguay,NA,2013,36.1795,Mujeres
PRY,Paraguay,NA,2014,42.9164,Mujeres
PRY,Paraguay,NA,2015,50.0983,Mujeres
PRY,Paraguay,NA,2016,53.7794,Mujeres
PRY,Paraguay,NA,2017,61.3388,Mujeres
PRY,Paraguay,NA,2018,65.6624,Mujeres
PRY,Paraguay,NA,2019,69.0172,Mujeres
PRY,Paraguay,NA,2020,74.9597,Mujeres
PRY,Paraguay,NA,2021,77.9169,Mujeres
PRY,Paraguay,NA,2022,77.5692,Mujeres
PRY,Paraguay,NA,2023,79.2152,Mujeres
PRY,Paraguay,NA,2024,82.1252,Mujeres
PRY,Paraguay,NA,1990,0,Total
PRY,Paraguay,NA,1996,0.0204,Total
PRY,Paraguay,NA,1997,0.0996,Total
PRY,Paraguay,NA,1998,0.195,Total
PRY,Paraguay,NA,1999,0.382,Total
PRY,Paraguay,NA,2000,0.747630711548184,Total
PRY,Paraguay,NA,2001,1.09879383569333,Total
PRY,Paraguay,NA,2002,1.79496959770244,Total
PRY,Paraguay,NA,2003,2.11194208210034,Total
PRY,Paraguay,NA,2004,3.45243843137079,Total
PRY,Paraguay,NA,2005,7.90700786141285,Total
PRY,Paraguay,NA,2006,7.962100029,Total
PRY,Paraguay,NA,2007,11.21,Total
PRY,Paraguay,NA,2008,14.27,Total
PRY,Paraguay,NA,2009,18.9,Total
PRY,Paraguay,NA,2010,19.8,Total
PRY,Paraguay,NA,2011,24.7635158793993,Total
PRY,Paraguay,NA,2012,29.34,Total
PRY,Paraguay,NA,2013,36.9,Total
PRY,Paraguay,NA,2014,43.0073750122614,Total
PRY,Paraguay,NA,2015,49.716304663966,Total
PRY,Paraguay,NA,2016,53.4041274791009,Total
PRY,Paraguay,NA,2017,61.0757562215797,Total
PRY,Paraguay,NA,2018,64.9935430235756,Total
PRY,Paraguay,NA,2019,68.5176284222264,Total
PRY,Paraguay,NA,2020,73.95751114,Total
PRY,Paraguay,NA,2021,77.01838621,Total
PRY,Paraguay,NA,2022,76.25916611,Total
PRY,Paraguay,NA,2023,78.09481878,Total
PRY,Paraguay,NA,2024,81.57806793,Total
PER,Perú,NA,2008,34.5282,Hombres
PER,Perú,NA,2010,38.8923,Hombres
PER,Perú,NA,2013,42.3539,Hombres
PER,Perú,NA,2014,43.0533,Hombres
PER,Perú,NA,2015,43.2196,Hombres
PER,Perú,NA,2016,48.3049,Hombres
PER,Perú,NA,2017,53.4117,Hombres
PER,Perú,NA,2018,58.006,Hombres
PER,Perú,NA,2019,62.9157,Hombres
