iso3,territorio,cod_local,anio,valor,sexo
PER,Perú,NA,2020,67.9844,Hombres
PER,Perú,NA,2021,73.1709,Hombres
PER,Perú,NA,2022,76.8108,Hombres
PER,Perú,NA,2023,81.5861,Hombres
PER,Perú,NA,2024,83.6948,Hombres
PER,Perú,NA,2008,26.7519,Mujeres
PER,Perú,NA,2010,30.5446,Mujeres
PER,Perú,NA,2013,36.0306,Mujeres
PER,Perú,NA,2014,37.4036,Mujeres
PER,Perú,NA,2015,38.4658,Mujeres
PER,Perú,NA,2016,42.6021,Mujeres
PER,Perú,NA,2017,47.4922,Mujeres
PER,Perú,NA,2018,52.1014,Mujeres
PER,Perú,NA,2019,56.9921,Mujeres
PER,Perú,NA,2020,62.5367,Mujeres
PER,Perú,NA,2021,69.0545,Mujeres
PER,Perú,NA,2022,72.5428,Mujeres
PER,Perú,NA,2023,77.3836,Mujeres
PER,Perú,NA,2024,80.225,Mujeres
PER,Perú,NA,1990,0,Total
PER,Perú,NA,1994,0.0085,Total
PER,Perú,NA,1995,0.0334,Total
PER,Perú,NA,1996,0.246,Total
PER,Perú,NA,1997,0.403,Total
PER,Perú,NA,1998,1.19,Total
PER,Perú,NA,1999,1.95,Total
PER,Perú,NA,2000,3.07643061137675,Total
PER,Perú,NA,2001,7.57876295717419,Total
PER,Perú,NA,2002,8.96694917040028,Total
PER,Perú,NA,2003,11.6,Total
PER,Perú,NA,2004,14.1,Total
PER,Perú,NA,2005,17.10000038,Total
PER,Perú,NA,2006,20.700000760000002,Total
PER,Perú,NA,2007,25.200000760000002,Total
PER,Perú,NA,2008,30.57,Total
PER,Perú,NA,2009,31.4,Total
PER,Perú,NA,2010,34.77,Total
PER,Perú,NA,2011,36.01,Total
PER,Perú,NA,2012,38.2,Total
PER,Perú,NA,2013,39.2,Total
PER,Perú,NA,2014,40.2446560091704,Total
PER,Perú,NA,2015,40.8526009090468,Total
PER,Perú,NA,2016,45.4617406869459,Total
PER,Perú,NA,2017,50.4504121848143,Total
PER,Perú,NA,2018,55.0543342443197,Total
PER,Perú,NA,2019,59.9505036049006,Total
PER,Perú,NA,2020,65.25179796,Total
PER,Perú,NA,2021,71.10782643,Total
PER,Perú,NA,2022,74.67495213,Total
PER,Perú,NA,2023,79.48484477,Total
PER,Perú,NA,2024,81.95705992,Total
PRI,Puerto Rico,NA,2013,69.5526,Hombres
PRI,Puerto Rico,NA,2014,77.3929,Hombres
PRI,Puerto Rico,NA,2015,62.6093,Hombres
PRI,Puerto Rico,NA,2016,67.4993,Hombres
PRI,Puerto Rico,NA,2017,67.645,Hombres
PRI,Puerto Rico,NA,2018,69.9744,Hombres
PRI,Puerto Rico,NA,2019,77.2887,Hombres
PRI,Puerto Rico,NA,2021,83.6452,Hombres
PRI,Puerto Rico,NA,2022,86.8838,Hombres
PRI,Puerto Rico,NA,2013,68.5145,Mujeres
PRI,Puerto Rico,NA,2014,75.0225,Mujeres
PRI,Puerto Rico,NA,2015,64.2482,Mujeres
PRI,Puerto Rico,NA,2016,69.6833,Mujeres
PRI,Puerto Rico,NA,2017,69.7346,Mujeres
PRI,Puerto Rico,NA,2018,71.6556,Mujeres
PRI,Puerto Rico,NA,2019,78.1409,Mujeres
PRI,Puerto Rico,NA,2021,85.8109,Mujeres
PRI,Puerto Rico,NA,2022,87.6573,Mujeres
PRI,Puerto Rico,NA,1990,0,Total
PRI,Puerto Rico,NA,1994,0.0273,Total
PRI,Puerto Rico,NA,1995,0.135,Total
PRI,Puerto Rico,NA,1996,0.268,Total
PRI,Puerto Rico,NA,1997,1.33,Total
PRI,Puerto Rico,NA,1998,2.65,Total
PRI,Puerto Rico,NA,1999,5.27,Total
PRI,Puerto Rico,NA,2000,10.4746482089399,Total
PRI,Puerto Rico,NA,2001,15.6300309162012,Total
PRI,Puerto Rico,NA,2002,17.5476475654777,Total
PRI,Puerto Rico,NA,2003,19.7070256578252,Total
PRI,Puerto Rico,NA,2004,22.1307382347014,Total
PRI,Puerto Rico,NA,2005,23.4000504486583,Total
PRI,Puerto Rico,NA,2006,25.4424182102582,Total
PRI,Puerto Rico,NA,2007,27.86,Total
PRI,Puerto Rico,NA,2008,38,Total
PRI,Puerto Rico,NA,2009,41.5,Total
PRI,Puerto Rico,NA,2010,45.3,Total
PRI,Puerto Rico,NA,2011,48,Total
PRI,Puerto Rico,NA,2012,68.9999826014151,Total
PRI,Puerto Rico,NA,2013,68.999990004,Total
PRI,Puerto Rico,NA,2014,76.1338597201667,Total
PRI,Puerto Rico,NA,2015,63.4663353848474,Total
PRI,Puerto Rico,NA,2016,68.6438071976518,Total
PRI,Puerto Rico,NA,2017,68.7407731407209,Total
PRI,Puerto Rico,NA,2018,70.8563997424362,Total
PRI,Puerto Rico,NA,2019,77.7364393708352,Total
PRI,Puerto Rico,NA,2021,84.78666399,Total
PRI,Puerto Rico,NA,2022,87.29178106,Total
DOM,República Dominicana,NA,2017,67.2903,Hombres
DOM,República Dominicana,NA,2018,74.6039,Hombres
DOM,República Dominicana,NA,2021,84.579,Hombres
DOM,República Dominicana,NA,2022,79.7699,Hombres
DOM,República Dominicana,NA,2024,90.6907,Hombres
DOM,República Dominicana,NA,2017,67.8415,Mujeres
DOM,República Dominicana,NA,2018,75.0359,Mujeres
DOM,República Dominicana,NA,2021,85.8945,Mujeres
DOM,República Dominicana,NA,2022,83.1923,Mujeres
DOM,República Dominicana,NA,2024,91.2981,Mujeres
DOM,República Dominicana,NA,1990,0,Total
DOM,República Dominicana,NA,1995,0.0172,Total
DOM,República Dominicana,NA,1996,0.075,Total
DOM,República Dominicana,NA,1997,0.143,Total
DOM,República Dominicana,NA,1998,0.234,Total
DOM,República Dominicana,NA,1999,1.1,Total
DOM,República Dominicana,NA,2000,3.70469235587688,Total
DOM,República Dominicana,NA,2001,4.42939069666645,Total
DOM,República Dominicana,NA,2002,6.8237257325842,Total
DOM,República Dominicana,NA,2003,7.89839293716387,Total
DOM,República Dominicana,NA,2004,8.8655534607044,Total
DOM,República Dominicana,NA,2005,11.4831977789344,Total
DOM,República Dominicana,NA,2006,14.8449283654589,Total
DOM,República Dominicana,NA,2007,17.66,Total
DOM,República Dominicana,NA,2008,20.82,Total
DOM,República Dominicana,NA,2009,27.72,Total
DOM,República Dominicana,NA,2010,31.39999962,Total
DOM,República Dominicana,NA,2011,38,Total
DOM,República Dominicana,NA,2012,42.32,Total
DOM,República Dominicana,NA,2013,45.9,Total
DOM,República Dominicana,NA,2014,49.58000183,Total
DOM,República Dominicana,NA,2015,54.2157663369785,Total
DOM,República Dominicana,NA,2016,63.8708647408206,Total
DOM,República Dominicana,NA,2017,67.5712453277737,Total
DOM,República Dominicana,NA,2018,74.8220483597284,Total
DOM,República Dominicana,NA,2019,79.71549988,Total
DOM,República Dominicana,NA,2020,81.61730194,Total
DOM,República Dominicana,NA,2021,85.24298638,Total
DOM,República Dominicana,NA,2022,81.51269675,Total
DOM,República Dominicana,NA,2023,86.12689972,Total
DOM,República Dominicana,NA,2024,91.0022446,Total
KNA,San Cristóbal y Nieves,NA,1990,0,Total
KNA,San Cristóbal y Nieves,NA,1996,1.95,Total
KNA,San Cristóbal y Nieves,NA,1997,2.26,Total
KNA,San Cristóbal y Nieves,NA,1998,3.34,Total
KNA,San Cristóbal y Nieves,NA,1999,4.4,Total
KNA,San Cristóbal y Nieves,NA,2000,5.86281024037522,Total
KNA,San Cristóbal y Nieves,NA,2001,7.71472655580319,Total
KNA,San Cristóbal y Nieves,NA,2002,21.152381758186,Total
KNA,San Cristóbal y Nieves,NA,2003,22.9697842928439,Total
KNA,San Cristóbal y Nieves,NA,2004,24.7376775443732,Total
KNA,San Cristóbal y Nieves,NA,2005,34,Total
KNA,San Cristóbal y Nieves,NA,2006,38.5,Total
KNA,San Cristóbal y Nieves,NA,2007,43.5,Total
KNA,San Cristóbal y Nieves,NA,2008,49.20000076,Total
KNA,San Cristóbal y Nieves,NA,2009,55.70000076,Total
KNA,San Cristóbal y Nieves,NA,2010,63,Total
KNA,San Cristóbal y Nieves,NA,2011,63.20000076,Total
KNA,San Cristóbal y Nieves,NA,2012,64,Total
KNA,San Cristóbal y Nieves,NA,2013,64.59999847,Total
KNA,San Cristóbal y Nieves,NA,2014,65.38179779,Total
KNA,San Cristóbal y Nieves,NA,2015,66.17310333,Total
KNA,San Cristóbal y Nieves,NA,2016,66.97389984,Total
KNA,San Cristóbal y Nieves,NA,2017,67.78440094,Total
KNA,San Cristóbal y Nieves,NA,2018,68.60479736,Total
KNA,San Cristóbal y Nieves,NA,2019,69.43499756,Total
KNA,San Cristóbal y Nieves,NA,2020,70.27529907,Total
KNA,San Cristóbal y Nieves,NA,2021,74.37159729,Total
KNA,San Cristóbal y Nieves,NA,2022,75.76229858,Total
KNA,San Cristóbal y Nieves,NA,2023,76.58950043,Total
KNA,San Cristóbal y Nieves,NA,2024,76.88400269,Total
VCT,San Vicente y las Granadinas,NA,1990,0,Total
VCT,San Vicente y las Granadinas,NA,1995,0.129,Total
VCT,San Vicente y las Granadinas,NA,1996,0.483,Total
VCT,San Vicente y las Granadinas,NA,1997,0.926,Total
VCT,San Vicente y las Granadinas,NA,1998,1.85,Total
VCT,San Vicente y las Granadinas,NA,1999,2.78,Total
VCT,San Vicente y las Granadinas,NA,2000,3.24503741064558,Total
VCT,San Vicente y las Granadinas,NA,2001,5.09480977832946,Total
VCT,San Vicente y las Granadinas,NA,2002,5.54959487957379,Total
VCT,San Vicente y las Granadinas,NA,2003,6.46227416659743,Total
VCT,San Vicente y las Granadinas,NA,2004,7.37116584201749,Total
VCT,San Vicente y las Granadinas,NA,2005,9.19827808234299,Total
VCT,San Vicente y las Granadinas,NA,2006,12,Total
VCT,San Vicente y las Granadinas,NA,2007,16,Total
VCT,San Vicente y las Granadinas,NA,2008,21,Total
VCT,San Vicente y las Granadinas,NA,2009,31,Total
VCT,San Vicente y las Granadinas,NA,2010,33.70000076,Total
VCT,San Vicente y las Granadinas,NA,2011,36.70000076,Total
VCT,San Vicente y las Granadinas,NA,2012,40,Total
VCT,San Vicente y las Granadinas,NA,2013,43.5,Total
VCT,San Vicente y las Granadinas,NA,2014,47.4,Total
VCT,San Vicente y las Granadinas,NA,2015,49.40000153,Total
VCT,San Vicente y las Granadinas,NA,2016,51.5,Total
VCT,San Vicente y las Granadinas,NA,2017,53.70000076,Total
VCT,San Vicente y las Granadinas,NA,2018,56,Total
VCT,San Vicente y las Granadinas,NA,2019,59.57630157,Total
VCT,San Vicente y las Granadinas,NA,2020,63.38100052,Total
VCT,San Vicente y las Granadinas,NA,2021,68.83339691,Total
VCT,San Vicente y las Granadinas,NA,2022,74.75479889,Total
VCT,San Vicente y las Granadinas,NA,2023,75.53679657,Total
VCT,San Vicente y las Granadinas,NA,2024,76.19010162,Total
LCA,Santa Lucía,NA,1990,0,Total
LCA,Santa Lucía,NA,1995,0.306,Total
LCA,Santa Lucía,NA,1996,0.67,Total
LCA,Santa Lucía,NA,1997,0.992,Total
LCA,Santa Lucía,NA,1998,1.3,Total
LCA,Santa Lucía,NA,1999,1.93,Total
LCA,Santa Lucía,NA,2000,5.09048334139327,Total
LCA,Santa Lucía,NA,2001,8.18186395448366,Total
LCA,Santa Lucía,NA,2002,14.6418357746777,Total
LCA,Santa Lucía,NA,2003,20.9824734633424,Total
LCA,Santa Lucía,NA,2004,21.395212362765,Total
LCA,Santa Lucía,NA,2005,21.5675829464215,Total
LCA,Santa Lucía,NA,2006,24.5,Total
LCA,Santa Lucía,NA,2007,27.89999962,Total
LCA,Santa Lucía,NA,2008,30,Total
LCA,Santa Lucía,NA,2009,31,Total
LCA,Santa Lucía,NA,2010,32.5,Total
LCA,Santa Lucía,NA,2011,34,Total
LCA,Santa Lucía,NA,2012,45.865,Total
LCA,Santa Lucía,NA,2013,49.3871994,Total
LCA,Santa Lucía,NA,2014,53.17969894,Total
LCA,Santa Lucía,NA,2015,57.26330185,Total
LCA,Santa Lucía,NA,2016,58.22259903,Total
LCA,Santa Lucía,NA,2017,59.16009903,Total
LCA,Santa Lucía,NA,2018,60.11259842,Total
LCA,Santa Lucía,NA,2019,61.08050156,Total
LCA,Santa Lucía,NA,2020,62.06399918,Total
LCA,Santa Lucía,NA,2021,63.06330109,Total
LCA,Santa Lucía,NA,2022,66.95159912,Total
LCA,Santa Lucía,NA,2023,67.44390106,Total
LCA,Santa Lucía,NA,2024,68.20500183,Total
SUR,Surinam,NA,1990,0,Total
SUR,Surinam,NA,1995,0.115,Total
SUR,Surinam,NA,1996,0.226,Total
SUR,Surinam,NA,1997,1,Total
SUR,Surinam,NA,1998,1.67,Total
SUR,Surinam,NA,1999,1.89,Total
SUR,Surinam,NA,2000,2.50641105226881,Total
SUR,Surinam,NA,2001,3.06444838873752,Total
SUR,Surinam,NA,2002,4.1615687449541,Total
SUR,Surinam,NA,2003,4.71987539528956,Total
SUR,Surinam,NA,2004,6.0760478144456,Total
SUR,Surinam,NA,2005,6.40308628759062,Total
SUR,Surinam,NA,2006,9.49960041,Total
SUR,Surinam,NA,2007,14.11,Total
SUR,Surinam,NA,2008,21.05999947,Total
SUR,Surinam,NA,2009,31.36,Total
SUR,Surinam,NA,2010,31.59,Total
SUR,Surinam,NA,2011,32,Total
SUR,Surinam,NA,2012,34.68119812,Total
SUR,Surinam,NA,2013,37.40000153,Total
SUR,Surinam,NA,2014,40.08000183,Total
SUR,Surinam,NA,2015,42.76380157,Total
SUR,Surinam,NA,2016,45.40000153,Total
SUR,Surinam,NA,2017,48.94520187,Total
SUR,Surinam,NA,2018,55.10210037,Total
SUR,Surinam,NA,2019,62.03350067,Total
SUR,Surinam,NA,2023,87.4,Total
TTO,Trinidad y Tobago,NA,2011,41.9404,Hombres
TTO,Trinidad y Tobago,NA,2011,45.7803,Mujeres
TTO,Trinidad y Tobago,NA,1990,0,Total
TTO,Trinidad y Tobago,NA,1995,0.158,Total
TTO,Trinidad y Tobago,NA,1996,0.393,Total
TTO,Trinidad y Tobago,NA,1997,1.17,Total
TTO,Trinidad y Tobago,NA,1998,2.72,Total
TTO,Trinidad y Tobago,NA,1999,5.81,Total
TTO,Trinidad y Tobago,NA,2000,7.72141147401745,Total
TTO,Trinidad y Tobago,NA,2001,15.384627218944,Total
TTO,Trinidad y Tobago,NA,2002,21.9986754804449,Total
TTO,Trinidad y Tobago,NA,2003,25.9717641091609,Total
TTO,Trinidad y Tobago,NA,2004,27.0242700782714,Total
TTO,Trinidad y Tobago,NA,2005,28.97669983,Total
TTO,Trinidad y Tobago,NA,2006,30.00370026,Total
TTO,Trinidad y Tobago,NA,2007,32.3,Total
TTO,Trinidad y Tobago,NA,2008,34.8,Total
TTO,Trinidad y Tobago,NA,2009,44.3,Total
TTO,Trinidad y Tobago,NA,2010,48.5,Total
TTO,Trinidad y Tobago,NA,2011,55.2,Total
TTO,Trinidad y Tobago,NA,2012,57.5,Total
TTO,Trinidad y Tobago,NA,2013,59.90000153,Total
TTO,Trinidad y Tobago,NA,2014,62.40000153,Total
TTO,Trinidad y Tobago,NA,2015,65.09999847,Total
TTO,Trinidad y Tobago,NA,2016,67.80000305,Total
TTO,Trinidad y Tobago,NA,2017,70.59999847,Total
TTO,Trinidad y Tobago,NA,2018,72.76029968,Total
TTO,Trinidad y Tobago,NA,2019,74.98670197,Total
TTO,Trinidad y Tobago,NA,2020,77.28130341,Total
TTO,Trinidad y Tobago,NA,2021,84.36576986,Total
TTO,Trinidad y Tobago,NA,2022,81.69760132,Total
TTO,Trinidad y Tobago,NA,2023,81.9681015,Total
TTO,Trinidad y Tobago,NA,2024,82.15989685,Total
URY,Uruguay,NA,2009,43.1679,Hombres
URY,Uruguay,NA,2011,52.4251,Hombres
URY,Uruguay,NA,2012,55.1867,Hombres
URY,Uruguay,NA,2014,61.5506,Hombres
URY,Uruguay,NA,2015,64.9279,Hombres
URY,Uruguay,NA,2017,69.6381,Hombres
URY,Uruguay,NA,2018,80.5057,Hombres
URY,Uruguay,NA,2019,82.8316,Hombres
URY,Uruguay,NA,2022,88.7943,Hombres
URY,Uruguay,NA,2024,91.4919,Hombres
URY,Uruguay,NA,2009,40.5576,Mujeres
URY,Uruguay,NA,2011,50.4614,Mujeres
URY,Uruguay,NA,2012,53.7874,Mujeres
URY,Uruguay,NA,2014,61.381,Mujeres
URY,Uruguay,NA,2015,64.2392,Mujeres
URY,Uruguay,NA,2017,70.9644,Mujeres
URY,Uruguay,NA,2018,80.9326,Mujeres
URY,Uruguay,NA,2019,83.8357,Mujeres
URY,Uruguay,NA,2022,90.8528,Mujeres
URY,Uruguay,NA,2024,92.4471,Mujeres
URY,Uruguay,NA,1990,0,Total
URY,Uruguay,NA,1994,0.0625,Total
URY,Uruguay,NA,1995,0.31,Total
URY,Uruguay,NA,1996,1.85,Total
URY,Uruguay,NA,1997,3.36,Total
URY,Uruguay,NA,1998,6.99,Total
URY,Uruguay,NA,1999,9.97,Total
URY,Uruguay,NA,2000,10.5390577480141,Total
URY,Uruguay,NA,2001,11.1214376832783,Total
URY,Uruguay,NA,2002,11.4194701966853,Total
URY,Uruguay,NA,2003,15.9371367159756,Total
URY,Uruguay,NA,2004,17.0630983403661,Total
URY,Uruguay,NA,2005,20.0881895579305,Total
URY,Uruguay,NA,2006,29.39999962,Total
URY,Uruguay,NA,2007,34,Total
URY,Uruguay,NA,2008,39.3,Total
URY,Uruguay,NA,2009,41.8,Total
URY,Uruguay,NA,2010,46.4,Total
URY,Uruguay,NA,2011,51.4046610563616,Total
URY,Uruguay,NA,2012,54.453768680746,Total
URY,Uruguay,NA,2013,57.69,Total
URY,Uruguay,NA,2014,61.4624951684405,Total
URY,Uruguay,NA,2015,64.5707870971624,Total
URY,Uruguay,NA,2016,66.40000153,Total
URY,Uruguay,NA,2017,70.3223543994698,Total
URY,Uruguay,NA,2018,80.7268428795854,Total
URY,Uruguay,NA,2019,83.3515337667548,Total
URY,Uruguay,NA,2020,85.47100067,Total
URY,Uruguay,NA,2021,87.64440155,Total
URY,Uruguay,NA,2022,89.87304314,Total
URY,Uruguay,NA,2023,90.92590332,Total
URY,Uruguay,NA,2024,91.99109007,Total
VEN,Venezuela,NA,2012,47.4759,Hombres
VEN,Venezuela,NA,2012,50.6182,Mujeres
VEN,Venezuela,NA,1990,0,Total
VEN,Venezuela,NA,1992,0.0121,Total
VEN,Venezuela,NA,1993,0.0416,Total
VEN,Venezuela,NA,1994,0.0555,Total
VEN,Venezuela,NA,1995,0.122,Total
VEN,Venezuela,NA,1996,0.248,Total
VEN,Venezuela,NA,1997,0.391,Total
VEN,Venezuela,NA,1998,1.38,Total
VEN,Venezuela,NA,1999,2.84,Total
VEN,Venezuela,NA,2000,3.3595974645036,Total
VEN,Venezuela,NA,2001,4.63600094778677,Total
VEN,Venezuela,NA,2002,4.91044632720325,Total
VEN,Venezuela,NA,2003,7.49996346522407,Total
VEN,Venezuela,NA,2004,8.40446959241215,Total
VEN,Venezuela,NA,2005,12.5529979098299,Total
VEN,Venezuela,NA,2006,15.2247114771787,Total
VEN,Venezuela,NA,2007,20.83,Total
VEN,Venezuela,NA,2008,25.88,Total
VEN,Venezuela,NA,2009,32.7,Total
VEN,Venezuela,NA,2010,37.37,Total
VEN,Venezuela,NA,2011,40.22,Total
VEN,Venezuela,NA,2012,49.0500830729861,Total
VEN,Venezuela,NA,2013,54.90000153,Total
VEN,Venezuela,NA,2014,57,Total
VEN,Venezuela,NA,2015,58,Total
VEN,Venezuela,NA,2016,60,Total
VEN,Venezuela,NA,2019,49.05009842,Total
VEN,Venezuela,NA,2020,72.44110107,Total
VEN,Venezuela,NA,2021,74.11219788,Total
VEN,Venezuela,NA,2022,75.82180023,Total
VEN,Venezuela,NA,2023,76.33190155,Total
VEN,Venezuela,NA,2024,76.67890167,Total
